UEI,Start_Date,End_Date,Duration,Main_Cause,Location,Districts,State,Latitude,Longitude,Severity,Area_Affected,Human_fatality,Human_injured,Human_Displaced,Animal_Fatality,Description_of_Casualties_injured,Extent_of_damage ,Event_Source,Event_Souce_ID,Label
192.229.173.173-10.42.0.211-80-51586-6,07-11-21,07-11-21,0,Cyclone and Flood,,Wayanad,KERALA,,,,,,,,,,"Mananthavady Tehsil: 1,90,000 banana plantations damaged. 8 hectares of ginger, 5 hectares of yam, 1118 arecanut trees, 336 rubber trees, 1.5 acres of paddy damaged causing Rs.2 crores worth loss reported.",IMD,,1
10.42.0.211-123.125.29.220-55258-80-6,07-11-21,13-07-21,Diffing the dates,Cyclone and Flood,,"Alappuzha, Ernakulam, Kollam and Kottayam",KERALA,,,,,3.0,1.0,,,i) One person drowned in Kuttanad. ii) One person missing as fishing boat capsized in Kollam. iii) A girl drowned at Thiruchandoor. iv) In Ernakulam one person died as he fell into a flooded canal.,"Alappuzha: i) Coconut, banana plantations, tapioca, vegetables damaged. ii) 15,000 houses inundated. iii) About one lakh people shifted in relief camps.",IMD,,1
172.217.11.35-10.42.0.151-80-54054-6,19-07-21,26-07-21,7,Heavy Rain,,Thiruvananthapuram,KERALA,,,,,,,,,,"i) 40 houses damaged.  ii) Crops and rubber, banana plantations damaged. iii) Jack, teak and coconut trees uprooted. iv) Loss of worth one lakh rupees reported.",IMD,,0
10.42.0.151-123.125.29.138-37558-80-6,23-07-21,23-07-21,0,Cyclone and Flood,,Ernakulam,KERALA,,,,,4.0,2.0,,,4 persons died and 2 others injured in a landslide.,,IMD,,1
10.42.0.211-23.203.49.224-36162-443-6,29-07-21,29-07-21,0,Heavy Rain,,Pathanamthitta,KERALA,,,,,1.0,,,,One person died.,,IMD,,0
172.217.10.14-10.42.0.211-443-39422-6,08-01-21,08-02-21,31,Cyclone and Flood,,Wayanad,KERALA,,,,,,2.0,,,2 persons injured in Kalpetta town.,"Taruvana town: i) Thousands of paddy, banana, arecanut, coconut, rubber plantations submerged and damaged. ii) 841.30 ha. of crops damaged. iii) 4 houses partially damaged. Kalpetta town: i) 17 houses completely while 14 houses partially damaged. ii) 361 families shifted to relief camps. Mananthavady Tehsil: i) 18 families with 133 people shifted to relief camps. ii) Several trees uprooted causing traffic disruption. iii) Cherupuzha bridge submerged. iv) One house damaged fully and other partially. Padinjarathara town: i) Agricultural crops, worth lakhs rupees damaged. ii) Thousands of banana, paddy, arecanut, coconut plantations submerged. iii) Several families shifted to safer places.",IMD,,1
169.47.42.102-10.42.0.211-443-57250-6,08-02-21,08-06-21,120,Heavy Rain,,Thiruvananthapuram,KERALA,,,,,,1.0,,,One person injured as tree fell on him in Kilimanoor.,"Kilimanoor, Kallara, Pangode and Chirayankeezhu towns: i) Several rubber, banana, coconut and agricultural crops damaged. ii) Several trees uprooted damaging houses. 60 houses damaged partially in Neyyattinkkara, Nedumangad and Chirayankeezhu tehsils. iii) In Pangode 3 hectares of Mangiyam trees uprooted. iv) Wall of a well caved in. v) Several electric lines damaged in Kadakkavoor and Vakkom areas.",IMD,,0
10.42.0.151-10.42.0.1-33766-53-17,08-04-21,08-08-21,122,Cyclone and Flood,,"Alappuzha, Ernakulam and Idukki,",KERALA,,,,,,,,,,"Alappuzha: i) One house washed away and several houses inundated. ii) About 1.8 lakh people shifted to 183 relief camps. iii) Damage to 1600 acres of agricultural crops reported. Ernakulam: i) Kothamangalam town and Kochi airport runway flooded. ii) Landslide at Blavana Pooyamkutty road reported. iii) About 14,043 people shifted to 121 relief camps. iv) Manikandanchal bridge, Mahadeva temple submerged in Aluva  .Idukki: i) About 10 shops buried in landslide. ii) Few houses and buildings collapsed. iii) 240 people shifted to 5 relief camps. iv) Landslide reported near Kulamavu and around 4 acres of land washed away. v) A hill caved down around 600 feet causing damage to agricultural crops. vi) Land caved in and roads blocked causing road traffic disruption.",IMD,,1
10.42.0.151-103.43.91.11-46665-443-6,08-10-21,16-08-21,Diffing the dates,Heavy Rain,,Wayanad,KERALA,,,,,,,,,,i) Landslide reported. ii) Acres of paddy fields damaged. iii) Thalasserry-Mananthavady road completely damaged disrupting vehicular traffic,IMD,,0
209.10.120.26-10.42.0.211-80-34840-6,09-01-21,09-01-21,0,Heavy Rain,,Idukki,KERALA,,,,,,,,,,i) 15 acres of paddy fields washed away in Mangad. ii) Loss of worth lakh rupees reported.,IMD,,0
182.22.24.124-10.42.0.211-443-33020-6,09-12-21,09-12-21,0,Cyclone and Flood,,Wayanad,KERALA,,,,,,,,,,i) Padumutty bridge collapsed. ii) 2 houses damaged partially. iii) Several houses inundated. iv) Landslide reported. v) People shifted to safer places.,IMD,,1
10.42.0.1-10.42.0.42-53-65101-17,17-09-21,17-09-21,0,Heavy Rain,,Thiruvananthapuram,KERALA,,,,,,3.0,,,3 persons injured.,"i) In Venjaranmood village, a tree fell and broke 11KV electric line causing traffic disruption. ii) Some vehicles damaged.",IMD,,0
10.42.0.211-23.192.76.180-46699-443-6,26-06-21,27-06-21,1,Cyclone and Flood,,"Betul, Rajgarh, Sagar, Sehore and Ujjain",MADHYA PRADESH,,,,,7.0,,,,7 persons swept away.,Trees/poles uprooted disrupting electricity/ telephone services.,IMD,,1
10.42.0.211-77.234.44.201-57603-80-6,07-04-21,07-04-21,0,Cyclone and Flood,,Indore,MADHYA PRADESH,,,,,5.0,,,,One girl drowned in manholes and 2 others swept away.,,IMD,,1
10.42.0.211-52.208.99.154-48199-443-6,13-07-21,16-07-21,3,Heavy Rain,,Betul and Harda,MADHYA PRADESH,,,,,12.0,,,,i) 10 persons swept away in the flood water of Bukakhedi river in Betul. ii) 2 boys swept away in Harda.,Low lying areas and crop land inundated.,IMD,,0
10.42.0.211-106.39.162.36-43642-80-6,23-08-21,23-08-21,0,Heavy Rain,,sehore,MADHYA PRADESH,,,,,1.0,,,,One girl swept away.,i) Damage to few houses reported. ii) More than 100 villages submerged. iii) Low lying areas inundated.,IMD,,0
205.204.101.182-10.42.0.211-443-49841-6,02-11-21,02-11-21,0,Cyclone and Flood,,Jalgaon and Nanded,MAHARASHTRA,,,,,,,,,,"Damage to wheat, banana, pappya, chilly crops reported.",IMD,,1
192.229.173.173-10.42.0.42-80-38024-6,23-02-21,23-02-21,0,Heavy Rain,,Wardha,MAHARASHTRA,,,,,1.0,,,,One person died as a tree fell on him.,"Damage to oranges, mosambi, wheat, gram, chilly and vegetables in some hectares of area reported.",IMD,,0
10.42.0.1-10.42.0.42-53-51990-17,17-04-21,17-04-21,0,Cyclone and Flood,,Jalgaon,MAHARASHTRA,,,,,1.0,,,,One woman died as a tree fell on her.,"Banana, cotton and jawar plantations damaged.",IMD,,1
10.42.0.211-10.42.0.1-18914-53-17,23-04-21,23-04-21,0,Heavy Rain,,Nagpur,MAHARASHTRA,,,,,,,,,,"About 50,000 sacks of soya and wheat grains affected.",IMD,,0
10.42.0.211-123.125.29.220-52276-80-6,06-07-21,06-07-21,0,Cyclone and Flood,,Pune,MAHARASHTRA,,,,,2.0,,,,"One woman along with her daughter swept away at Shindewadi, Katraj.",,IMD,,1
10.42.0.211-10.42.0.1-12949-53-17,06-09-21,06-09-21,0,Heavy Rain,,Mumbai,MAHARASHTRA,,,,,2.0,,,,2 persons died in Bhandup and 9 others injured.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,,0
10.42.0.211-61.135.185.139-54819-80-6,16-06-21,18-06-21,2,Cyclone and Flood,,Pune and Thane,MAHARASHTRA,,,,,6.0,2.0,,,i) 3 women died due to wall collapse inPune. ii) 3 labours died and 2 others injured in the landslide at Turbhe.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,,1
10.42.0.151-104.193.88.109-58875-80-6,22-06-21,28-06-21,6,Cyclone and Flood,,"Akola, Amaravati, Bhandara, Buldhana, Chandrapur, Gondia, Nagpur, Wardha,Washim and Yavatmal",MAHARASHTRA,,,,,3.0,,,,3 persons died.,i) Extensive damage to the standing and paddy crops reported. ii) Bridges washed away and many huts submerged. iii)About 50 houses and 3 cattle sheds damaged.,IMD,,1
172.217.3.98-10.42.0.211-443-37004-6,07-03-21,07-03-21,0,Cyclone and Flood,,Raigad and Ratnagiri,MAHARASHTRA,,,,,5.0,,,,5 persons died and other swept away.,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,,1
162.208.22.39-10.42.0.211-443-37017-6,14-07-21,19-07-21,5,Cyclone and Flood,,"Amaravati, Chandrapur, Gondia,Nagpur, Wardha, Washim and Yavatmal",MAHARASHTRA,,,,,47.0,,,1000.0,"i) About 30 persons died, 16 others drowned and one swept away. ii) About 1000 livestock perished.","i) About 330 houses fully and 2000 kachcha houses partially damaged. ii) Extensive damage to the soyabean, cotton, tur, rice in thousands of hectares reported. iii) Many areas submerged. iv) Number of families shifted to safer places.",IMD,,1
172.217.10.66-10.42.0.151-443-59905-6,24-07-21,24-07-21,0,Cyclone and Flood,,Buldhana,MAHARASHTRA,,,,,1.0,,,,"One person swept away in Gundha village, Lonar tehsil.",Damage to Kharif crops reported in some villages.,IMD,,1
172.217.6.234-10.42.0.211-443-40588-6,08-01-21,08-03-21,59,Heavy Rain,,"Amaravati, Chandrapur, Nagpur, Wardha and Yavatmal",MAHARASHTRA,,,,,14.0,18.0,,,"9 persons died, 5 others swept away and 18 others injured.","i) Low lying areas and crop land inundated. ii) Railway tracks, vehicles, roads inundated. iii) About 5.42 lakh hectares of land of standing crops washed away in Nagpur district. iv) About 2.5 lakh hectares of crops damaged in Chandrapur district. v) About 5000 houses damaged/collapsed. vi) Many places inundated and many families shifted to safer places. vii) Road traffic/ electricity/ telecommunication services disrupted. viii) More than hundreds of a cattle sheds damaged. ix) Estimated loss of about 100 crore rupees reported.",IMD,,0
10.42.0.151-66.198.178.50-49616-80-6,19-09-21,19-09-21,0,Heavy Rain,,Pune,MAHARASHTRA,,,,,4.0,,,,4 persons died as a house collapsed in Yerawada area.,Road traffic/ electricity/ telecommunication services disrupted.,IMD,,0
10.42.0.211-113.108.216.233-33242-80-6,26-09-21,26-09-21,0,Cyclone and Flood,,Nandurbar,MAHARASHTRA,,,,,8.0,,,,8 persons died and few others injured due to massive landslide.,,IMD,,1
10.42.0.151-115.239.210.141-35224-443-6,10-11-21,10-11-21,0,Cyclone and Flood,,Jalgaon,MAHARASHTRA,,,,,,,,,,i) Low lying areas flooded. ii) Trees/poles uprooted causing vehicular and traffic disruption.,IMD,,1
10.42.0.211-54.192.48.23-46940-80-6,05-11-21,05-11-21,0,Cyclone and Flood,,Aizwal,MIZORAM,,,,,17.0,,,,17 persons died in a massive landslide.,Damage to some buildings reported.,IMD,,1
172.217.6.234-10.42.0.211-443-51855-6,07-12-21,07-12-21,0,Heavy Rain,,Kohima,NAGALAND,,,,,,,,,,i) Landslides disrupt vehicular movement on NH-29. ii) A large number of vehicles were stranded on NH-29 near Phesama village,IMD,,0
10.42.0.211-10.42.0.1-63964-53-17,08-02-21,08-02-21,0,Heavy Rain,,Bhadrak,ODISHA,,,,,2.0,,,,2 persons died.,,IMD,,0
172.217.10.42-10.42.0.151-443-54504-6,08-10-21,08-10-21,0,Heavy Rain,,Koraput,ODISHA,,,,,2.0,,,,2 persons died.,,IMD,,0
151.101.46.2-10.42.0.211-443-59831-6,23-08-21,23-08-21,0,Heavy Rain,,Bhadrak,ODISHA,,,,,1.0,,,,One person died.,,IMD,,0
175.100.207.232-10.42.0.211-443-54093-6,16-09-21,16-09-21,0,Heavy Rain,,Cuttack,ODISHA,,,,,1.0,,,,One person died.,,IMD,,0
10.42.0.211-10.42.0.1-40959-53-17,16-02-21,16-02-21,0,Cyclone and Flood,,"Banswara, Dholpur and Sawai  Madhopur",RAJASTHAN,,,,,3.0,,,,3 person died,,IMD,,1
10.42.0.42-31.13.69.197-53874-443-6,06-08-21,06-08-21,0,Heavy Rain,,"Kota, Tonk and Udaipur",RAJASTHAN,,,,,6.0,,,,6 persons died due to wall collapse.,Road traffic/ electricity/ telecommunication services disrupted.,IMD,,0
10.42.0.211-10.42.0.1-31391-53-17,06-11-21,06-11-21,0,Cyclone and Flood,,Jaipur ,RAJASTHAN,,,,,1.0,,,,one person died,,IMD,,1
172.217.7.131-10.42.0.211-80-38213-6,09-11-21,09-11-21,0,Cyclone and Flood,,Chennai and Tiruvallur,TAMIL NADU,,,,,4.0,,,,4 person died,i) Several trees/electric poles uprooted causing traffic disruption. ii) Roof of some houses blown away.,IMD,,1
10.42.0.151-31.13.69.229-50432-443-6,15-10-21,15-10-21,0,Cyclone and Flood,,Coimbatore and Cuddalore,TAMIL NADU,,,,,2.0,,,,2 persons died due to wall collapse.,,IMD,,1
10.42.0.211-64.71.142.124-51151-443-6,20-10-21,20-10-21,0,Heavy Rain,,Coimbatore and Tiruvannamalai,TAMIL NADU,,,,,1.0,,,,One person died due to wall collapse and other washed away.,,IMD,,0
10.42.0.211-64.71.142.124-55841-443-6,16-11-21,16-11-21,0,Cyclone and Flood,,"Cuddalore, Dharamapuri, Kanyakumari, Nagapattinam, Thanjavur, Thiruvarur and  Villupuram",TAMIL NADU,,,,,11.0,,,7.0,i) 11 persons died in different incidences. ii) 7 cattle heads perished.,i) About 35 houses fully and 150 houses partially damaged. ii) Damage to banana plantations reported. iii) About 100 electric poles damaged in Sirkazhi town. iv) Roof of a school building blown away. v) 2500 acres of salt pans submerged.,IMD,,1
10.42.0.211-119.146.74.34-59621-80-6,25-11-21,25-11-21,0,Heavy Rain,,Pudukkottai,TAMIL NADU,,,,,3.0,,,,3 person died,,IMD,,0
173.194.66.188-10.42.0.42-5228-58327-6,13-12-21,13-12-21,0,Cyclone and Flood,,Nagapattinam,TAMIL NADU,,,,,1.0,,,,one fisherman lost his life.,"About 6,000 acres of paddy crops damaged.",IMD,,1
10.42.0.151-104.192.110.245-54119-443-6,06-12-21,06-12-21,0,Heavy Rain,,Kannauj,UTTAR PRADESH,,,,,10.0,,,,10 person died,i) Low lying areas and crop land inundated. ii) Several trees/electric poles uprooted causing traffic disruption. iii) Roof of some houses blown away.,IMD,,0
202.77.129.150-10.42.0.211-80-49798-6,17-06-21,17-06-21,0,Cyclone and Flood,,Muzaffar Nagar,UTTAR PRADESH,,,,,1.0,3.0,,,One woman died and 3 others injured due tohouse collapse.,i) Several trees/electric poles uprooted causing traffic disruption. ii) Roof of some houses blown away.,IMD,,1
10.42.0.211-123.125.115.164-47713-443-6,19-06-21,19-06-21,0,Heavy Rain,,Barabanki and Bahraich,UTTAR PRADESH,,,,,2.0,,,,2 person died,,IMD,,0
173.194.74.113-10.42.0.42-443-48147-6,25-06-21,30-06-21,5,Heavy Rain,,"Faizabad, Gonda and sitapur",UTTAR PRADESH,,,,,12.0,,,,About 12 persons died in different incidences,i) Damage to some houses reported. ii) Low lying areas flooded. iii) Road/rail traffic disrupted..,IMD,,0
220.243.205.152-10.42.0.211-80-43948-6,15-07-21,15-07-21,0,Cyclone and Flood,,Faizabad,UTTAR PRADESH,,,,,1.0,2.0,,,One person died and 2 others injured,,IMD,,1
172.217.9.227-10.42.0.151-443-50178-6,26-07-21,26-07-21,0,Heavy Rain,,Balrampur,UTTAR PRADESH,,,,,2.0,,,,2 person died,,IMD,,0
172.217.3.110-10.42.0.42-443-39374-6,17-08-21,17-08-21,0,Cyclone and Flood,,Kannauj,UTTAR PRADESH,,,,,15.0,3.0,,,15 persons died and 3 others injured.,i) Damage to some houses reported. ii) Low lying areas flooded. iii) Road/rail traffic disrupted.,IMD,,1
10.42.0.42-111.206.25.159-58318-80-6,14-06-21,18-06-21,4,Cyclone and Flood,,"12 out of 13 districts affected badly and worst affected Chamoli, Pithoragarh, Rudraprayag and Uttarkashi districts.",UTTARAKHAND,,,,,5000.0,,,,"i) About 5,000 people- the locals, the pilgrims, the tourists, trakers died/missing. ii) More than thousand livestock perished.","i) More than thousands of pilgrims of Char Dham on the Gangotri and Yamunotri routes, Hemkund, Roopkunda and tourists/trakers of Valley of flowers stranded. ii) Lakhs of people shifted to safer places. iii) Many roads including state highways, infrastructures, villages washed away/damaged. iv) Many Hydroelectric projects, houses, water schemes, bridges, commercial and residential buildings, hotels, rest houses, shops, temples, telephone towers, vehicles destroyed/ drifted in the floods of rivers. v) Damage to the cash crops especially apple crops reported.",IMD,,1
10.42.0.151-40.78.68.158-48521-443-6,24-05-21,25-05-21,1,Heavy Rain,,South Andaman,ANDAMAN & NICOBAR ISLANDS,,,,,1.0,,,,One person died.,Damage to the old and thatched houses reported.,IMD,,0
172.217.10.106-10.42.0.211-443-60261-6,16-06-21,17-06-21,1,Heavy Rain,,Delhi,NEW DELHI,,,,,,,,,One person swept away in Yamuna river.,,IMD,,0
182.22.25.124-10.42.0.211-443-54060-6,25-11-21,25-11-21,0,Cyclone and Flood,,Puducherry,PUDUCHERRY,,,,,3.0,,,,3 persons died due to wall collapse.,,IMD,,1
203.205.158.60-10.42.0.211-80-54162-6,05-03-21,05-09-21,184,Heavy Rain,,"Alappuzha, Ernakulam, Kozhikode, Malappuram  Thrissur, Thiruvananthapuram and Wayanad",KERALA,,,,,10.0,13.0,,,"2 person drown, 2 persons died as a tree fell on him and 3 others injured in Thiruvananthapuram. 2 persons drowned in Kozhikode, other in Malappuram as a branch of a tree fell over her and  10 others injured. 2 persons died and other injured due to tree fell on them in Wayanad. 2 persons died and other injured due to tree fell on them in Wayanad.","Thiruvananthapuram: Varkala town: i) Damage to crops reported. ii) Many electric cable lines and about 15 electric posts damaged. Low tension wires broke causing disruption in power supply.  iii) About 70 houses and few structures damaged. Attingal: i) About 32 houses damaged partially. ii) Tapioca, banana, rubber and other crops damaged. iii) About 7.20 lakhs worth rupees damage reported. iv) 11 KV lines broke causing disruption in power supply. Pallichal village:More than 2 lakhs banana plantations damaged. Malayankeezhu village: i) Acres of banana, tapioca, other crops damaged. ii) Loss worth lakhs rupees reported. iii) Several trees uprooted and roofs of many houses blown away Parashala town: 11 KV line with 4 Electric posts uprooted causing disruption in power supply Sreekaryam & Malayankeezhu: i) Low lying areas flooded. ii) Roof tops of several houses blown away. iii) 2 houses damaged completely Wayanad: Kalpetta, Mananthavady & Sulthan Bathery  towns: i) Extensive damage to about  500  hectares of crops reported.  ii) Extensive damage to banana, tapioca, arecanut plantations reported. iii) More than 5,000 ripe banana crops damaged causing about 6.5 lakhs damage reported. iv) About 10,000 banana plantations uprooted. v) Several houses completely and partially damaged. vi) Damage to a transformer reported due to a huge tree fell on it disrupting 11 KV lines at many places. vii)Roofs of many houses blown away. viii)Several trees uprooted causing traffic  disruption.  Malappuram: About 620 acres of paddy fields sumerged Alappuzha: About 800 acres of agricultural land submerged and crops damaged in. ",IMD,,0
202.77.129.54-10.42.0.211-80-60054-6,06-06-21,06-06-21,0,Cyclone and Flood,,Wayanad,KERALA,,,,,,,,,,About 2000 banana plantations uprooted,IMD,,1
10.42.0.1-10.42.0.42-53-32846-17,06-12-21,14-06-21,Diffing the dates,Heavy Rain,,Thiruvananthapuram ,KERALA,,,,,,,,,,i) Damage to 12 houses reported. ii) People shifted to relief camps,IMD,,0
10.42.0.211-10.42.0.1-46509-53-17,21-06-21,21-06-21,0,Cyclone and Flood,,Idukki,KERALA,,,,,,,,,,i) Landslide damaged the iron bridge on national highway. ii) Low lying areas and few houses inundated. ,IMD,,1
180.163.15.184-10.42.0.211-80-32982-6,07-12-21,15-07-21,Diffing the dates,Heavy Rain,,"Kannur, Kasaragod, Kozhikode, Malappuram and Wayanad.",KERALA,,,,,11.0,2.0,,,,,IMD,,0
172.217.6.240-10.42.0.42-443-59508-6,08-01-21,08-03-21,59,Cyclone and Flood,,"Alappuzha, Kannur, Kasaragod, Kozhikode, Kottayam, Malappuram,   Palakkad, Pathanamthitta,  Thrissur Thiruvananthapuram  and Wayanad",KERALA,,,,,24.0,8.0,,,,,IMD,,1
203.205.158.63-10.42.0.151-80-52166-6,22-08-21,24-08-21,2,Cyclone and Flood,,"Kottayam, Pathanamthitta, Thiruvananthapuram  Wayanad ",KERALA,,,,,4.0,7.0,,,,,IMD,,1
172.217.3.98-10.42.0.151-443-47352-6,09-01-21,09-03-21,59,Cyclone and Flood,,Thiruvananthapuram ,KERALA,,,,,,,,,,i) Damage to the crops reported. ii) Landslides reported. iii) Damage to few houses and some structures reported. iv)House- hold electric appliances damaged. v)About 50 families shifted to safer places. vi)One well caved in at Vengaranmood village. ,IMD,,1
180.149.136.247-10.42.0.211-80-44062-6,26-09-21,26-09-21,0,Cyclone and Flood,,Thiruvananthapuram ,KERALA,,,,,,,,,,"Damage to banana, tapioca, vegetable crops reported.",IMD,,1
216.58.217.100-10.42.0.42-443-36926-6,23-06-85,27-06-85,4,Cyclone and Flood,,,,14.5398,75.0937,1.0,254234.6,95.0,,25000.0,,,,DFO,27,1
10.42.0.211-47.89.67.224-49711-80-6,18-07-85,30-07-85,12,Heavy Rain,,,,32.8353,76.9103,1.0,117441.17,340.0,,20000.0,,,,DFO,33,0
174.35.73.136-10.42.0.211-80-38953-6,13-09-85,15-10-85,32,Heavy Rain,,,,26.4816,82.8434,2.0,89994.67,557.0,,152000.0,,,,DFO,53,0
203.205.128.137-10.42.0.151-80-44451-6,18-10-85,20-10-85,2,Cyclone and Flood,,,,21.1495,86.7154,2.0,46758.64,49.0,,150000.0,,,,DFO,61,1
203.205.158.62-10.42.0.211-80-36756-6,15-06-86,20-08-86,66,Cyclone and Flood,,,,25.6339,84.0726,1.0,507167.44,258.0,,3040000.0,,,,DFO,93,1
172.217.10.46-10.42.0.151-443-55709-6,15-08-86,22-08-86,7,Cyclone and Flood,,,,17.4331,80.187,1.0,107355.33,150.0,,3000000.0,,,,DFO,98,1
172.217.12.138-10.42.0.211-443-44307-6,22-09-86,10-10-86,18,Heavy Rain,,,,23.6547,89.4296,1.0,231516.28,49.0,,700000.0,,,,DFO,106,0
172.217.12.130-10.42.0.211-443-34379-6,23-05-88,06-11-88,167,Heavy Rain,,,,26.4813,92.0622,1.0,42285.99,76.0,,43000.0,,,,DFO,180,0
172.217.6.206-10.42.0.151-443-48797-6,21-06-88,14-07-88,23,Heavy Rain,,,,26.988000000000003,92.926,1.0,70501.83,34.0,,2000000.0,,,,DFO,190,0
172.217.10.100-10.42.0.42-443-36855-6,07-04-88,08-08-88,123,Heavy Rain,,,,28.886,80.7246,2.0,847737.26,233.0,,500000.0,,,,DFO,196,0
180.163.15.184-10.42.0.151-80-38717-6,14-07-88,27-07-88,13,Heavy Rain,,,,22.0189,71.1117,1.0,76352.55,97.0,,25000.0,,,,DFO,203,0
10.42.0.151-10.42.0.1-39174-53-17,31-07-88,08-02-88,Diffing the dates,Cyclone and Flood,,,,18.4311,80.71300000000001,1.0,94871.79,50.0,,0.0,,,,DFO,214,1
172.217.9.238-10.42.0.151-443-40999-6,23-08-88,15-09-88,23,Heavy Rain,,,,26.5037,86.5429,1.0,626872.46,876.0,,2000.0,,,,DFO,228,0
10.42.0.211-104.97.95.172-45818-80-6,21-09-88,10-08-88,Diffing the dates,Cyclone and Flood,,,,30.9339,75.0459,2.0,268528.55,731.0,,1250000.0,,,,DFO,253,1
10.42.0.151-104.196.142.36-58823-443-6,10-03-88,10-04-88,31,Cyclone and Flood,,,,19.1131,72.8962,1.0,605.2130000000001,23.0,,0.0,,,,DFO,255,1
10.42.0.151-104.254.66.16-50012-80-6,22-07-89,31-07-89,9,Cyclone and Flood,,,,15.1816,76.4736,1.0,905209.24,780.0,,0.0,,,,DFO,330,1
183.79.250.123-10.42.0.211-443-35955-6,07-05-89,08-10-89,154,Heavy Rain,,,,24.8678,92.8291,2.0,112816.35,31.0,,32000.0,,,,DFO,334,0
172.217.10.33-10.42.0.211-443-34455-6,09-03-89,09-10-89,214,Cyclone and Flood,,,,26.4375,80.8611,1.0,204979.38,7.0,,0.0,,,,DFO,360,1
203.205.151.47-10.42.0.211-80-60703-6,21-03-90,22-03-90,1,Heavy Rain,,,,33.8036,76.2592,1.0,90818.98,17.0,,0.0,,,,DFO,401,0
10.42.0.151-106.11.95.2-49627-443-6,05-10-90,13-05-90,Diffing the dates,Cyclone and Flood,,,,16.2843,80.6926,1.0,267344.4,430.0,,470000.0,,,,DFO,411,1
10.42.0.211-10.42.0.1-44466-53-17,13-06-90,18-06-90,5,Heavy Rain,,,,26.7553,92.7754,2.0,53045.31,21.0,,0.0,,,,DFO,419,0
203.205.151.47-10.42.0.211-80-50822-6,07-03-90,24-07-90,139,Cyclone and Flood,,,,26.7055,78.8703,1.0,1100663.3,425.0,,63517.0,,,,DFO,431,1
151.101.21.140-10.42.0.211-443-45980-6,13-08-90,14-08-90,1,Heavy Rain,,,,27.5435,80.6956,1.0,284926.61,17.0,,0.0,,,,DFO,447,0
151.101.1.140-10.42.0.42-443-39272-6,19-08-90,25-08-90,6,Heavy Rain,,,,22.4257,71.3244,1.0,186161.6,50.0,,0.0,,,,DFO,450,0
221.228.208.94-10.42.0.211-80-45893-6,17-10-90,18-10-90,1,Cyclone and Flood,,,,26.0747,92.81700000000001,1.0,93839.75,10.0,,6000.0,,,,DFO,472,1
10.42.0.42-74.125.29.139-41196-443-6,24-10-90,28-10-90,4,Heavy Rain,,,,11.3982,77.0504,1.0,13576.31,44.0,,0.0,,,,DFO,474,0
173.194.175.100-10.42.0.151-443-35901-6,05-07-91,05-11-91,123,Cyclone and Flood,,,,24.4696,92.4232,1.0,26042.82,13.0,,25000.0,,,,DFO,510,1
151.101.22.2-10.42.0.151-443-54987-6,06-10-91,06-12-91,61,Cyclone and Flood,,,,15.732999999999999,73.7324,2.0,491361.5,72.0,,300000.0,,,,DFO,521,1
220.181.7.190-10.42.0.211-443-33546-6,13-07-91,19-07-91,6,Heavy Rain,,,,26.6059,92.9592,1.0,55550.83,25.0,,400000.0,,,,DFO,539,0
172.217.12.174-10.42.0.151-443-50825-6,29-07-91,31-07-91,2,Heavy Rain,,,,20.9474,79.1574,1.0,47249.13,500.0,,6000.0,,,,DFO,553,0
180.149.136.194-10.42.0.211-80-50541-6,14-08-91,18-08-91,4,Cyclone and Flood,,,,20.2047,84.4178,1.0,151947.06,15.0,,0.0,,,,DFO,570,1
172.217.12.132-10.42.0.211-443-56866-6,15-08-91,29-08-91,14,Heavy Rain,,,,28.3671,81.0334,1.0,547679.02,88.0,,0.0,,,,DFO,571,0
172.217.11.2-10.42.0.211-443-42804-6,09-01-91,14-09-91,248,Cyclone and Flood,,,,24.706999999999997,85.7348,1.0,170873.64,0.0,,87500.0,,,,DFO,578,1
216.58.217.100-10.42.0.211-443-53488-6,14-09-91,15-09-91,1,Heavy Rain,,,,24.3395,87.8328,1.0,91960.65,21.0,,0.0,,,,DFO,585,0
220.243.219.55-10.42.0.211-80-41306-6,13-11-91,18-11-91,5,Cyclone and Flood,,,,14.0025,79.4752,1.0,599564.89,90.0,,85000.0,,,,DFO,598,1
10.42.0.211-64.71.142.95-34755-443-6,15-06-92,23-07-92,38,Heavy Rain,,,,16.5216,75.9695,1.0,752428.66,90.0,,8000.0,,,,DFO,656,0
180.149.153.68-10.42.0.211-80-44943-6,07-10-92,20-07-92,Diffing the dates,Cyclone and Flood,,,,26.9122,94.46,1.0,28221.72,0.0,,0.0,,,,DFO,667,1
172.217.12.131-10.42.0.211-443-38191-6,26-07-92,08-07-92,Diffing the dates,Cyclone and Flood,,,,20.5033,86.0449,1.0,44021.23,16.0,,0.0,,,,DFO,672,1
10.42.0.211-10.42.0.1-19248-53-17,08-01-92,09-03-92,61,Cyclone and Flood,,,,24.8678,80.7003,1.0,518125.28,40.0,,2000.0,,,,DFO,675,1
10.42.0.211-119.6.229.36-42615-80-6,09-12-92,20-11-92,Diffing the dates,Cyclone and Flood,,,,13.0242,78.8487,2.0,552562.43,263.0,,20000.0,,,,DFO,694,1
